date,category,commodity,unit,gtqprice,usdprice
2020-03-15,cereals and tubers,Maize (yellow),100 Pounds,153.52,19.9772
2020-03-15,cereals and tubers,"Maize (yellow, biofortified)",100 Pounds,153.98,20.0371
2020-03-15,cereals and tubers,Potatoes,100 Pounds,294.27,38.2927
2020-03-15,cereals and tubers,Rice (high quality),100 Pounds,336.86,43.8348
2020-03-15,cereals and tubers,Rice (medium quality),100 Pounds,308.64,40.1626
2020-03-15,cereals and tubers,Sorghum,100 Pounds,132.73,17.2718
2020-03-15,"meat, fish and eggs",Fish (tilapia),100 Pounds,1212.5,157.7798
2020-03-15,miscellaneous food,Jalapeño pepper (big size),36 Pounds,131.17,17.0688
2020-03-15,miscellaneous food,Jalapeño pepper (medium size),36 Pounds,119.67,15.5724
2020-03-15,miscellaneous food,"Lemons (Criollo, medium size)",17.5 KG,494.32,64.3247
2020-03-15,pulses and nuts,Beans (black),100 Pounds,370.5,48.2123
2020-03-15,pulses and nuts,Beans (red),100 Pounds,421.25,54.8163
2020-03-15,pulses and nuts,Beans (white),100 Pounds,416.25,54.1656
2020-03-15,vegetables and fruits,"Avocados (Hass, medium size)",7 KG,115.11,14.979
2020-03-15,vegetables and fruits,Bananas (medium size),100 Pounds,100.0,13.0128
2020-03-15,vegetables and fruits,Cabbage,27 KG,41.82,5.4419
2020-03-15,vegetables and fruits,Carrots,13.92 KG,55.34,7.2013
2020-03-15,vegetables and fruits,"Lemons (Persa, medium size)",110 KG,817.05,106.3208
2020-03-15,vegetables and fruits,Melons (cantaloupe),75 KG,477.27,62.106
2020-03-15,vegetables and fruits,Oranges (Piña),18.9 KG,48.3,6.2852
2020-03-15,vegetables and fruits,"Oranges (Valencia, medium size)",23.9 KG,66.9,8.7055
2020-03-15,vegetables and fruits,Papaya,40 Pounds,83.75,10.8982
2020-03-15,vegetables and fruits,Pineapples,105 KG,402.27,52.3465
2020-03-15,vegetables and fruits,Plantains (big size),29 KG,140.0,18.2179
2020-03-15,vegetables and fruits,Plantains (medium size),20.5 KG,100.0,13.0128
2020-03-15,vegetables and fruits,Strawberries,40 Pounds,145.68,18.957
2020-03-15,vegetables and fruits,Watermelons,177.35 KG,697.73,90.794
2020-04-15,cereals and tubers,Maize (white),100 Pounds,153.63,19.9779
2020-04-15,cereals and tubers,"Maize (white, biofortified)",100 Pounds,152.0,19.7659
2020-04-15,cereals and tubers,Maize (yellow),100 Pounds,158.38,20.5956
2020-04-15,cereals and tubers,"Maize (yellow, biofortified)",100 Pounds,155.88,20.2705
2020-04-15,cereals and tubers,Potatoes,100 Pounds,300.28,39.0485
2020-04-15,cereals and tubers,Rice (high quality),100 Pounds,341.88,44.4577
2020-04-15,cereals and tubers,Rice (medium quality),100 Pounds,317.5,41.2874
2020-04-15,cereals and tubers,Sorghum,100 Pounds,137.5,17.8804
2020-04-15,"meat, fish and eggs",Fish (tilapia),100 Pounds,1200.0,156.0468
2020-04-15,miscellaneous food,Jalapeño pepper (big size),36 Pounds,84.12,10.9389
2020-04-15,miscellaneous food,Jalapeño pepper (medium size),36 Pounds,71.76,9.3316
2020-04-15,miscellaneous food,"Lemons (Criollo, medium size)",17.5 KG,442.5,57.5423
2020-04-15,pulses and nuts,Beans (black),100 Pounds,422.63,54.9584
2020-04-15,pulses and nuts,Beans (red),100 Pounds,441.25,57.3797
2020-04-15,pulses and nuts,Beans (white),100 Pounds,438.75,57.0546
2020-04-15,vegetables and fruits,"Avocados (Hass, medium size)",7 KG,118.25,15.3771
2020-04-15,vegetables and fruits,Bananas (medium size),100 Pounds,100.0,13.0039
2020-04-15,vegetables and fruits,Cabbage,27 KG,37.25,4.844
2020-04-15,vegetables and fruits,Carrots,13.92 KG,53.35,6.9376
2020-04-15,vegetables and fruits,"Lemons (Persa, medium size)",110 KG,1125.0,146.2939
2020-04-15,vegetables and fruits,Melons (cantaloupe),75 KG,500.0,65.0195
2020-04-15,vegetables and fruits,Oranges (Piña),18.9 KG,70.0,9.1027
2020-04-15,vegetables and fruits,"Oranges (Valencia, medium size)",23.9 KG,86.25,11.2159
2020-04-15,vegetables and fruits,Papaya,40 Pounds,91.38,11.883
2020-04-15,vegetables and fruits,Pineapples,105 KG,421.25,54.7789
2020-04-15,vegetables and fruits,Plantains (big size),29 KG,131.0,17.0351
2020-04-15,vegetables and fruits,Plantains (medium size),20.5 KG,91.0,11.8336
2020-04-15,vegetables and fruits,Strawberries,40 Pounds,139.13,18.0923
2020-04-15,vegetables and fruits,Watermelons,177.35 KG,640.0,83.225
2020-05-15,cereals and tubers,Maize (white),100 Pounds,152.36,19.8385
2020-05-15,cereals and tubers,"Maize (white, biofortified)",100 Pounds,151.11,19.6758
2020-05-15,cereals and tubers,Maize (yellow),100 Pounds,157.5,20.5078
2020-05-15,cereals and tubers,"Maize (yellow, biofortified)",100 Pounds,156.25,20.3451
2020-05-15,cereals and tubers,Potatoes,100 Pounds,295.83,38.52
2020-05-15,cereals and tubers,Rice (high quality),100 Pounds,340.0,44.2708
2020-05-15,cereals and tubers,Rice (medium quality),100 Pounds,317.5,41.3411
2020-05-15,cereals and tubers,Sorghum,100 Pounds,143.33,18.6628
2020-05-15,"meat, fish and eggs",Fish (tilapia),100 Pounds,1138.89,148.293
2020-05-15,miscellaneous food,Jalapeño pepper (big size),36 Pounds,116.67,15.1914
2020-05-15,miscellaneous food,Jalapeño pepper (medium size),36 Pounds,104.31,13.582
2020-05-15,miscellaneous food,"Lemons (Criollo, medium size)",17.5 KG,330.56,43.0417
2020-05-15,pulses and nuts,Beans (black),100 Pounds,494.17,64.3451
2020-05-15,pulses and nuts,Beans (red),100 Pounds,514.58,67.0026
2020-05-15,pulses and nuts,Beans (white),100 Pounds,504.17,65.6471
2020-05-15,vegetables and fruits,"Avocados (Hass, medium size)",7 KG,112.78,14.6849
2020-05-15,vegetables and fruits,Bananas (medium size),100 Pounds,100.0,13.0208
2020-05-15,vegetables and fruits,Cabbage,27 KG,32.22,4.1953
2020-05-15,vegetables and fruits,Carrots,13.92 KG,42.08,5.4792
2020-05-15,vegetables and fruits,"Lemons (Persa, medium size)",110 KG,752.78,98.0182
2020-05-15,vegetables and fruits,Melons (cantaloupe),75 KG,350.0,45.5729
2020-05-15,vegetables and fruits,Oranges (Piña),18.9 KG,65.28,8.5
2020-05-15,vegetables and fruits,"Oranges (Valencia, medium size)",23.9 KG,88.33,11.5013
2020-05-15,vegetables and fruits,Papaya,40 Pounds,85.42,11.1224
2020-05-15,vegetables and fruits,Pineapples,105 KG,395.83,51.5404
2020-05-15,vegetables and fruits,Plantains (big size),29 KG,132.22,17.2161
2020-05-15,vegetables and fruits,Plantains (medium size),20.5 KG,87.5,11.3932
2020-05-15,vegetables and fruits,Strawberries,40 Pounds,137.33,17.8815
2020-05-15,vegetables and fruits,Watermelons,177.35 KG,800.0,104.1667
2020-06-15,cereals and tubers,Maize (white),100 Pounds,153.18,19.9194
2020-06-15,cereals and tubers,"Maize (white, biofortified)",100 Pounds,153.18,19.9194
2020-06-15,cereals and tubers,Maize (yellow),100 Pounds,160.0,20.8062
2020-06-15,cereals and tubers,"Maize (yellow, biofortified)",100 Pounds,160.0,20.8062
2020-06-15,cereals and tubers,Potatoes,100 Pounds,310.68,40.4005
2020-06-15,cereals and tubers,Rice (high quality),100 Pounds,363.07,47.2133
2020-06-15,cereals and tubers,Rice (medium quality),100 Pounds,343.41,44.6567
2020-06-15,cereals and tubers,Sorghum,100 Pounds,142.73,18.5605
2020-06-15,"meat, fish and eggs",Fish (tilapia),100 Pounds,1000.0,130.039
2020-06-15,miscellaneous food,Jalapeño pepper (big size),36 Pounds,146.82,19.0923
2020-06-15,miscellaneous food,Jalapeño pepper (medium size),36 Pounds,131.59,17.1118
2020-06-15,miscellaneous food,"Lemons (Criollo, medium size)",17.5 KG,218.33,28.3914
2020-06-15,pulses and nuts,Beans (black),100 Pounds,535.34,69.6151
2020-06-15,pulses and nuts,Beans (red),100 Pounds,548.07,71.2705
2020-06-15,pulses and nuts,Beans (white),100 Pounds,542.84,70.5904
2020-06-15,vegetables and fruits,"Avocados (Hass, medium size)",7 KG,115.24,14.9857
2020-06-15,vegetables and fruits,Bananas (medium size),100 Pounds,100.0,13.0039
2020-06-15,vegetables and fruits,Cabbage,27 KG,27.05,3.5176
2020-06-15,vegetables and fruits,Carrots,13.92 KG,34.55,4.4928
2020-06-15,vegetables and fruits,"Lemons (Persa, medium size)",110 KG,369.05,47.9909
2020-06-15,vegetables and fruits,Oranges (Piña),18.9 KG,61.14,7.9506
2020-06-15,vegetables and fruits,"Oranges (Valencia, medium size)",23.9 KG,80.95,10.5267
2020-06-15,vegetables and fruits,Papaya,40 Pounds,83.86,10.9051
2020-06-15,vegetables and fruits,Peach (medium size),6.85 KG,131.11,17.0494
2020-06-15,vegetables and fruits,Pineapples,105 KG,400.0,52.0156
2020-06-15,vegetables and fruits,Plantains (big size),29 KG,139.52,18.143
2020-06-15,vegetables and fruits,Plantains (medium size),20.5 KG,94.76,12.3225
2020-06-15,vegetables and fruits,Strawberries,40 Pounds,114.29,14.8622
2020-06-15,vegetables and fruits,Watermelons,177.35 KG,829.55,107.8739
2020-07-15,cereals and tubers,Maize (white),100 Pounds,150.76,19.6302
2020-07-15,cereals and tubers,"Maize (white, biofortified)",100 Pounds,150.43,19.5872
2020-07-15,cereals and tubers,Maize (yellow),100 Pounds,155.43,20.2383
2020-07-15,cereals and tubers,"Maize (yellow, biofortified)",100 Pounds,155.43,20.2383
2020-07-15,cereals and tubers,Potatoes,100 Pounds,288.48,37.5625
2020-07-15,cereals and tubers,Rice (high quality),100 Pounds,388.37,50.569
2020-07-15,cereals and tubers,Rice (medium quality),100 Pounds,362.28,47.1719
2020-07-15,cereals and tubers,Sorghum,100 Pounds,142.5,18.5547
2020-07-15,"meat, fish and eggs",Fish (tilapia),100 Pounds,1052.17,137.0013
2020-07-15,miscellaneous food,Jalapeño pepper (big size),36 Pounds,179.67,23.3945
2020-07-15,miscellaneous food,Jalapeño pepper (medium size),36 Pounds,164.67,21.4414
2020-07-15,miscellaneous food,"Lemons (Criollo, medium size)",17.5 KG,289.57,37.7044
2020-07-15,pulses and nuts,Beans (black),100 Pounds,510.63,66.4883
2020-07-15,pulses and nuts,Beans (red),100 Pounds,535.76,69.7604
2020-07-15,pulses and nuts,Beans (white),100 Pounds,542.07,70.582
2020-07-15,vegetables and fruits,"Avocados (Hass, medium size)",7 KG,110.0,14.3229
2020-07-15,vegetables and fruits,Bananas (medium size),100 Pounds,100.0,13.0208
2020-07-15,vegetables and fruits,Cabbage,27 KG,34.24,4.4583
2020-07-15,vegetables and fruits,Carrots,13.92 KG,29.57,3.8503
2020-07-15,vegetables and fruits,"Lemons (Persa, medium size)",110 KG,421.74,54.9141
2020-07-15,vegetables and fruits,Oranges (Piña),18.9 KG,55.79,7.2643
2020-07-15,vegetables and fruits,"Oranges (Valencia, medium size)",23.9 KG,68.7,8.9453
2020-07-15,vegetables and fruits,Papaya,40 Pounds,84.35,10.9831
2020-07-15,vegetables and fruits,Peach (medium size),6.85 KG,123.48,16.0781
2020-07-15,vegetables and fruits,Pineapples,105 KG,423.91,55.1966
2020-07-15,vegetables and fruits,Plantains (big size),29 KG,136.52,17.776
2020-07-15,vegetables and fruits,Plantains (medium size),20.5 KG,90.0,11.7188
2020-07-15,vegetables and fruits,Strawberries,40 Pounds,140.0,18.2292
2020-07-15,vegetables and fruits,Watermelons,177.35 KG,882.61,114.9232
2020-08-15,cereals and tubers,Maize (white),100 Pounds,145.36,18.8248
2020-08-15,cereals and tubers,"Maize (white, biofortified)",100 Pounds,144.17,18.6707
2020-08-15,cereals and tubers,Maize (yellow),100 Pounds,148.45,19.225
2020-08-15,cereals and tubers,"Maize (yellow, biofortified)",100 Pounds,147.86,19.1486
2020-08-15,cereals and tubers,Potatoes,100 Pounds,212.14,27.4731
2020-08-15,cereals and tubers,Rice (high quality),100 Pounds,375.0,48.5643
2020-08-15,cereals and tubers,Rice (medium quality),100 Pounds,348.21,45.0949
2020-08-15,cereals and tubers,Sorghum,100 Pounds,142.5,18.4544
2020-08-15,"meat, fish and eggs",Fish (tilapia),100 Pounds,1100.0,142.4552
2020-08-15,miscellaneous food,Jalapeño pepper (big size),36 Pounds,155.83,20.1807
2020-08-15,miscellaneous food,Jalapeño pepper (medium size),36 Pounds,140.83,18.2382
2020-08-15,miscellaneous food,"Lemons (Criollo, medium size)",17.5 KG,307.5,39.8227
2020-08-15,pulses and nuts,Beans (black),100 Pounds,487.14,63.087
2020-08-15,pulses and nuts,Beans (red),100 Pounds,526.07,68.1286
2020-08-15,pulses and nuts,Beans (white),100 Pounds,526.07,68.1286
2020-08-15,vegetables and fruits,"Avocados (Hass, medium size)",7 KG,116.5,15.0873
2020-08-15,vegetables and fruits,Bananas (medium size),100 Pounds,100.0,12.9505
2020-08-15,vegetables and fruits,Cabbage,27 KG,32.02,4.1467
2020-08-15,vegetables and fruits,Carrots,13.92 KG,34.64,4.486
2020-08-15,vegetables and fruits,"Lemons (Persa, medium size)",110 KG,396.25,51.3163
2020-08-15,vegetables and fruits,Melons (cantaloupe),75 KG,600.0,77.7029
2020-08-15,vegetables and fruits,Oranges (Piña),18.9 KG,53.64,6.9466
2020-08-15,vegetables and fruits,"Oranges (Valencia, medium size)",23.9 KG,66.13,8.5642
2020-08-15,vegetables and fruits,Papaya,40 Pounds,85.25,11.0403
2020-08-15,vegetables and fruits,Peach (medium size),6.85 KG,87.75,11.364
2020-08-15,vegetables and fruits,Pineapples,105 KG,472.5,61.191
2020-08-15,vegetables and fruits,Plantains (big size),29 KG,137.63,17.8237
2020-08-15,vegetables and fruits,Plantains (medium size),20.5 KG,95.5,12.3677
2020-08-15,vegetables and fruits,Strawberries,40 Pounds,123.16,15.9498
2020-08-15,vegetables and fruits,Watermelons,177.35 KG,787.5,101.985
2020-09-15,cereals and tubers,Maize (white),100 Pounds,135.0,17.4194
2020-09-15,cereals and tubers,"Maize (white, biofortified)",100 Pounds,133.68,17.249
2020-09-15,cereals and tubers,Maize (yellow),100 Pounds,139.08,17.9458
2020-09-15,cereals and tubers,"Maize (yellow, biofortified)",100 Pounds,139.34,17.9794
2020-09-15,cereals and tubers,Potatoes,100 Pounds,190.24,24.5471
2020-09-15,cereals and tubers,Rice (high quality),100 Pounds,348.93,45.0232
2020-09-15,cereals and tubers,Rice (medium quality),100 Pounds,331.31,42.7497
2020-09-15,cereals and tubers,Sorghum,100 Pounds,143.16,18.4723
2020-09-15,"meat, fish and eggs",Fish (tilapia),100 Pounds,1157.14,149.3084
2020-09-15,miscellaneous food,Jalapeño pepper (big size),36 Pounds,129.52,16.7123
2020-09-15,miscellaneous food,Jalapeño pepper (medium size),36 Pounds,114.88,14.8232
2020-09-15,miscellaneous food,"Lemons (Criollo, medium size)",17.5 KG,191.67,24.7316
2020-09-15,pulses and nuts,Beans (black),100 Pounds,471.43,60.8297
2020-09-15,pulses and nuts,Beans (red),100 Pounds,520.12,67.1123
2020-09-15,pulses and nuts,Beans (white),100 Pounds,518.93,66.9587
2020-09-15,vegetables and fruits,"Avocados (Hass, medium size)",7 KG,110.0,14.1935
2020-09-15,vegetables and fruits,Bananas (medium size),100 Pounds,100.0,12.9032
2020-09-15,vegetables and fruits,Cabbage,27 KG,24.52,3.1639
2020-09-15,vegetables and fruits,Carrots,13.92 KG,35.95,4.6387
2020-09-15,vegetables and fruits,"Lemons (Persa, medium size)",110 KG,391.67,50.5381
2020-09-15,vegetables and fruits,Oranges (Piña),18.9 KG,45.0,5.8065
2020-09-15,vegetables and fruits,"Oranges (Valencia, medium size)",23.9 KG,70.71,9.1239
2020-09-15,vegetables and fruits,Papaya,40 Pounds,119.64,15.4374
2020-09-15,vegetables and fruits,Peach (medium size),6.85 KG,100.0,12.9032
2020-09-15,vegetables and fruits,Pineapples,105 KG,496.43,64.0555
2020-09-15,vegetables and fruits,Plantains (big size),29 KG,140.0,18.0645
2020-09-15,vegetables and fruits,Plantains (medium size),20.5 KG,99.29,12.8116
2020-09-15,vegetables and fruits,Strawberries,40 Pounds,165.71,21.3819
2020-09-15,vegetables and fruits,Watermelons,177.35 KG,1090.48,140.7071
2020-10-15,cereals and tubers,Maize (white),100 Pounds,116.79,15.0309
2020-10-15,cereals and tubers,"Maize (white, biofortified)",100 Pounds,111.79,14.3874
2020-10-15,cereals and tubers,Maize (yellow),100 Pounds,120.0,15.444
2020-10-15,cereals and tubers,"Maize (yellow, biofortified)",100 Pounds,116.43,14.9846
2020-10-15,cereals and tubers,Potatoes,100 Pounds,185.0,23.8095
2020-10-15,cereals and tubers,Rice (high quality),100 Pounds,340.0,43.758
2020-10-15,cereals and tubers,Rice (medium quality),100 Pounds,327.5,42.1493
2020-10-15,cereals and tubers,Sorghum,100 Pounds,142.5,18.3398
2020-10-15,"meat, fish and eggs",Fish (tilapia),100 Pounds,1200.0,154.4402
2020-10-15,miscellaneous food,Jalapeño pepper (big size),36 Pounds,138.81,17.8649
2020-10-15,miscellaneous food,Jalapeño pepper (medium size),36 Pounds,128.45,16.5315
2020-10-15,miscellaneous food,"Lemons (Criollo, medium size)",17.5 KG,198.81,25.5869
2020-10-15,pulses and nuts,Beans (black),100 Pounds,454.83,58.5367
2020-10-15,pulses and nuts,Beans (red),100 Pounds,503.81,64.8404
2020-10-15,pulses and nuts,Beans (white),100 Pounds,556.19,71.5817
2020-10-15,vegetables and fruits,"Avocados (Hass, medium size)",7 KG,106.67,13.7284
2020-10-15,vegetables and fruits,Bananas (medium size),100 Pounds,100.0,12.87
2020-10-15,vegetables and fruits,Cabbage,27 KG,28.81,3.7079
2020-10-15,vegetables and fruits,Carrots,13.92 KG,34.17,4.3977
2020-10-15,vegetables and fruits,"Lemons (Persa, medium size)",110 KG,336.9,43.3591
2020-10-15,vegetables and fruits,Melons (cantaloupe),75 KG,400.0,51.4801
2020-10-15,vegetables and fruits,Oranges (Piña),18.9 KG,43.45,5.592
2020-10-15,vegetables and fruits,"Oranges (Valencia, medium size)",23.9 KG,60.95,7.8443
2020-10-15,vegetables and fruits,Papaya,40 Pounds,155.83,20.0553
2020-10-15,vegetables and fruits,Pineapples,105 KG,538.1,69.2535
2020-10-15,vegetables and fruits,Plantains (big size),29 KG,140.0,18.018
2020-10-15,vegetables and fruits,Plantains (medium size),20.5 KG,98.57,12.686
2020-10-15,vegetables and fruits,Strawberries,40 Pounds,192.86,24.8211
2020-10-15,vegetables and fruits,Watermelons,177.35 KG,1071.43,137.8932
2020-11-15,cereals and tubers,Maize (white),100 Pounds,124.23,15.9109
2020-11-15,cereals and tubers,"Maize (white, biofortified)",100 Pounds,120.78,15.469
2020-11-15,cereals and tubers,Maize (yellow),100 Pounds,126.6,16.2144
2020-11-15,cereals and tubers,"Maize (yellow, biofortified)",100 Pounds,122.9,15.7405
2020-11-15,cereals and tubers,Potatoes,100 Pounds,245.83,31.4853
2020-11-15,cereals and tubers,Rice (high quality),100 Pounds,340.0,43.5458
2020-11-15,cereals and tubers,Rice (medium quality),100 Pounds,327.5,41.9448
2020-11-15,cereals and tubers,Sorghum,100 Pounds,140.88,18.0433
2020-11-15,"meat, fish and eggs",Fish (tilapia),100 Pounds,1200.0,153.691
2020-11-15,miscellaneous food,Jalapeño pepper (big size),36 Pounds,110.0,14.0883
2020-11-15,miscellaneous food,Jalapeño pepper (medium size),36 Pounds,98.88,12.6641
2020-11-15,miscellaneous food,"Lemons (Criollo, medium size)",17.5 KG,226.25,28.9772
2020-11-15,pulses and nuts,Beans (black),100 Pounds,480.03,61.4803
2020-11-15,pulses and nuts,Beans (red),100 Pounds,510.63,65.3994
2020-11-15,pulses and nuts,Beans (white),100 Pounds,680.5,87.1556
2020-11-15,vegetables and fruits,"Avocados (Hass, medium size)",7 KG,84.5,10.8224
2020-11-15,vegetables and fruits,Bananas (medium size),100 Pounds,107.0,13.7041
2020-11-15,vegetables and fruits,Cabbage,27 KG,26.75,3.426
2020-11-15,vegetables and fruits,Carrots,13.92 KG,33.38,4.2752
2020-11-15,vegetables and fruits,"Lemons (Persa, medium size)",110 KG,410.0,52.5111
2020-11-15,vegetables and fruits,Oranges (Piña),18.9 KG,47.5,6.0836
2020-11-15,vegetables and fruits,"Oranges (Valencia, medium size)",23.9 KG,64.0,8.1969
2020-11-15,vegetables and fruits,Papaya,40 Pounds,96.75,12.3913
2020-11-15,vegetables and fruits,Pineapples,105 KG,586.25,75.0845
2020-11-15,vegetables and fruits,Plantains (big size),29 KG,141.5,18.1227
2020-11-15,vegetables and fruits,Plantains (medium size),20.5 KG,105.5,13.512
2020-11-15,vegetables and fruits,Strawberries,40 Pounds,257.5,32.9795
2020-11-15,vegetables and fruits,Watermelons,177.35 KG,1000.0,128.0759
2020-12-15,cereals and tubers,Maize (white),100 Pounds,130.0,16.7095
2020-12-15,cereals and tubers,"Maize (white, biofortified)",100 Pounds,127.5,16.3882
2020-12-15,cereals and tubers,Maize (yellow),100 Pounds,132.0,16.9666
2020-12-15,cereals and tubers,"Maize (yellow, biofortified)",100 Pounds,130.0,16.7095
