date,category,commodity,unit,gtqprice,usdprice
2019-04-15,vegetables and fruits,Melons (cantaloupe),75 KG,400.0,52.4246
2019-04-15,vegetables and fruits,Oranges (Piña),18.9 KG,57.86,7.5832
2019-04-15,vegetables and fruits,"Oranges (Valencia, medium size)",23.9 KG,57.92,7.5911
2019-04-15,vegetables and fruits,Papaya,40 Pounds,71.54,9.3761
2019-04-15,vegetables and fruits,Pineapples,105 KG,394.44,51.6959
2019-04-15,vegetables and fruits,Plantains (big size),29 KG,136.39,17.8755
2019-04-15,vegetables and fruits,Plantains (medium size),20.5 KG,97.08,12.7235
2019-04-15,vegetables and fruits,Strawberries,40 Pounds,115.0,15.0721
2019-04-15,vegetables and fruits,Tomatoes,50 Pounds,153.24,20.0839
2019-04-15,vegetables and fruits,Watermelons,177.35 KG,766.67,100.481
2019-05-15,cereals and tubers,Maize (white),100 Pounds,138.1,18.0523
2019-05-15,cereals and tubers,"Maize (white, biofortified)",100 Pounds,135.6,17.7255
2019-05-15,cereals and tubers,Maize (yellow),100 Pounds,140.36,18.3477
2019-05-15,cereals and tubers,"Maize (yellow, biofortified)",100 Pounds,140.6,18.3791
2019-05-15,cereals and tubers,Potatoes,100 Pounds,271.33,35.4684
2019-05-15,cereals and tubers,Rice (high quality),100 Pounds,327.5,42.8105
2019-05-15,cereals and tubers,Rice (medium quality),100 Pounds,295.0,38.5621
2019-05-15,cereals and tubers,"Rice (ordinary, first quality)",46 KG,327.5,42.8105
2019-05-15,cereals and tubers,"Rice (ordinary, second quality)",46 KG,295.0,38.5621
2019-05-15,cereals and tubers,Sorghum,100 Pounds,125.95,16.4641
2019-05-15,"meat, fish and eggs",Fish (tilapia),100 Pounds,1100.0,143.7908
2019-05-15,miscellaneous food,Jalapeño pepper (big size),36 Pounds,150.45,19.6667
2019-05-15,miscellaneous food,Jalapeño pepper (medium size),36 Pounds,132.39,17.3059
2019-05-15,miscellaneous food,"Lemons (Criollo, medium size)",17.5 KG,264.29,34.5477
2019-05-15,pulses and nuts,Beans (black),100 Pounds,322.5,42.1569
2019-05-15,pulses and nuts,Beans (black),46 KG,322.5,42.1569
2019-05-15,pulses and nuts,Beans (red),100 Pounds,413.33,54.0301
2019-05-15,pulses and nuts,Beans (white),100 Pounds,400.0,52.2876
2019-05-15,vegetables and fruits,"Avocados (Hass, medium size)",7 KG,134.29,17.5542
2019-05-15,vegetables and fruits,Bananas (medium size),100 Pounds,100.0,13.0719
2019-05-15,vegetables and fruits,Cabbage,27 KG,39.55,5.1699
2019-05-15,vegetables and fruits,Carrots,13.92 KG,34.09,4.4562
2019-05-15,vegetables and fruits,"Lemons (Persa, medium size)",110 KG,617.86,80.766
2019-05-15,vegetables and fruits,Melons (cantaloupe),75 KG,361.9,47.3072
2019-05-15,vegetables and fruits,Oranges (Piña),18.9 KG,40.95,5.3529
2019-05-15,vegetables and fruits,"Oranges (Valencia, medium size)",23.9 KG,75.56,9.8771
2019-05-15,vegetables and fruits,Papaya,40 Pounds,85.48,11.1739
2019-05-15,vegetables and fruits,Pineapples,105 KG,442.86,57.8902
2019-05-15,vegetables and fruits,Plantains (big size),29 KG,135.24,17.6784
2019-05-15,vegetables and fruits,Plantains (medium size),20.5 KG,97.62,12.7608
2019-05-15,vegetables and fruits,Strawberries,40 Pounds,103.1,13.4771
2019-05-15,vegetables and fruits,Watermelons,177.35 KG,730.95,95.549
2019-06-15,cereals and tubers,Maize (white),100 Pounds,155.0,20.1019
2019-06-15,cereals and tubers,"Maize (white, biofortified)",100 Pounds,152.63,19.7946
2019-06-15,cereals and tubers,Maize (yellow),100 Pounds,147.06,19.0722
2019-06-15,cereals and tubers,"Maize (yellow, biofortified)",100 Pounds,146.84,19.0437
2019-06-15,cereals and tubers,Potatoes,100 Pounds,324.31,42.0597
2019-06-15,cereals and tubers,Rice (high quality),100 Pounds,327.5,42.4735
2019-06-15,cereals and tubers,Rice (medium quality),100 Pounds,295.0,38.2585
2019-06-15,cereals and tubers,"Rice (ordinary, first quality)",100 Pounds,327.5,42.4735
2019-06-15,cereals and tubers,"Rice (ordinary, second quality)",100 Pounds,295.0,38.2585
2019-06-15,cereals and tubers,Sorghum,100 Pounds,131.84,17.0983
2019-06-15,"meat, fish and eggs",Fish (tilapia),100 Pounds,1100.0,142.6589
2019-06-15,miscellaneous food,Jalapeño pepper (big size),36 Pounds,145.0,18.805
2019-06-15,miscellaneous food,Jalapeño pepper (medium size),36 Pounds,127.08,16.481
2019-06-15,miscellaneous food,"Lemons (Criollo, medium size)",17.5 KG,162.5,21.0746
2019-06-15,pulses and nuts,Beans (black),100 Pounds,322.5,41.825
2019-06-15,pulses and nuts,Beans (red),100 Pounds,410.0,53.1729
2019-06-15,pulses and nuts,Beans (white),100 Pounds,400.0,51.876
2019-06-15,vegetables and fruits,"Avocados (Hass, medium size)",7 KG,134.44,17.4355
2019-06-15,vegetables and fruits,Bananas,100 Pounds,100.0,12.969
2019-06-15,vegetables and fruits,Bananas (medium size),100 Pounds,100.0,12.969
2019-06-15,vegetables and fruits,Cabbage,27 KG,49.72,6.4482
2019-06-15,vegetables and fruits,Carrots,13.92 KG,33.33,4.3226
2019-06-15,vegetables and fruits,"Lemons (Persa, medium size)",110 KG,291.67,37.8267
2019-06-15,vegetables and fruits,Melons (cantaloupe),75 KG,463.89,60.1619
2019-06-15,vegetables and fruits,Oranges (Piña),18.9 KG,38.33,4.971
2019-06-15,vegetables and fruits,"Oranges (Valencia, medium size)",23.9 KG,65.0,8.4298
2019-06-15,vegetables and fruits,Papaya,40 Pounds,67.92,8.8085
2019-06-15,vegetables and fruits,Peach (medium size),6.85 KG,140.0,18.1566
2019-06-15,vegetables and fruits,Pineapples,105 KG,425.0,55.1182
2019-06-15,vegetables and fruits,Plantains (big size),29 KG,127.5,16.5355
2019-06-15,vegetables and fruits,Plantains (medium size),20.5 KG,92.5,11.9963
2019-06-15,vegetables and fruits,Strawberries,40 Pounds,90.28,11.7084
2019-06-15,vegetables and fruits,Tomatoes,50 Pounds,97.36,12.6266
2019-06-15,vegetables and fruits,Watermelons,177.35 KG,952.78,123.566
2019-07-15,cereals and tubers,Maize (white),100 Pounds,157.5,20.5614
2019-07-15,cereals and tubers,"Maize (white, biofortified)",100 Pounds,155.0,20.235
2019-07-15,cereals and tubers,Maize (yellow),100 Pounds,155.45,20.2937
2019-07-15,cereals and tubers,"Maize (yellow, biofortified)",100 Pounds,155.45,20.2937
2019-07-15,cereals and tubers,Potatoes,100 Pounds,262.73,34.299
2019-07-15,cereals and tubers,Rice (high quality),100 Pounds,327.5,42.7546
2019-07-15,cereals and tubers,Rice (medium quality),100 Pounds,295.0,38.5117
2019-07-15,cereals and tubers,"Rice (ordinary, first quality)",100 Pounds,327.5,42.7546
2019-07-15,cereals and tubers,"Rice (ordinary, second quality)",100 Pounds,295.0,38.5117
2019-07-15,cereals and tubers,Sorghum,100 Pounds,135.23,17.654
2019-07-15,"meat, fish and eggs",Fish (tilapia),100 Pounds,1100.0,143.6031
2019-07-15,miscellaneous food,Jalapeño pepper (big size),36 Pounds,137.16,17.906
2019-07-15,miscellaneous food,Jalapeño pepper (medium size),36 Pounds,119.43,15.5914
2019-07-15,miscellaneous food,"Lemons (Criollo, medium size)",17.5 KG,171.74,22.4204
2019-07-15,pulses and nuts,Beans (black),100 Pounds,325.57,42.5026
2019-07-15,pulses and nuts,Beans (red),100 Pounds,414.09,54.0587
2019-07-15,pulses and nuts,Beans (white),100 Pounds,401.59,52.4269
2019-07-15,vegetables and fruits,"Avocados (Hass, medium size)",7 KG,114.57,14.9569
2019-07-15,vegetables and fruits,Bananas,100 Pounds,100.0,13.0548
2019-07-15,vegetables and fruits,Bananas (medium size),100 Pounds,100.0,13.0548
2019-07-15,vegetables and fruits,Cabbage,27 KG,43.41,5.6671
2019-07-15,vegetables and fruits,Carrots,13.92 KG,39.32,5.1332
2019-07-15,vegetables and fruits,"Lemons (Persa, medium size)",110 KG,265.65,34.6802
2019-07-15,vegetables and fruits,Melons (cantaloupe),75 KG,668.18,87.2298
2019-07-15,vegetables and fruits,Oranges (Piña),18.9 KG,60.28,7.8695
2019-07-15,vegetables and fruits,"Oranges (Valencia, medium size)",23.9 KG,73.18,9.5535
2019-07-15,vegetables and fruits,Papaya,40 Pounds,69.09,9.0196
2019-07-15,vegetables and fruits,Peach (medium size),6.85 KG,117.73,15.3695
2019-07-15,vegetables and fruits,Pineapples,105 KG,421.59,55.0379
2019-07-15,vegetables and fruits,Plantains (big size),29 KG,129.77,16.9413
2019-07-15,vegetables and fruits,Plantains (medium size),20.5 KG,91.82,11.9869
2019-07-15,vegetables and fruits,Strawberries,40 Pounds,96.2,12.5587
2019-07-15,vegetables and fruits,Tomatoes,50 Pounds,82.66,10.7911
2019-07-15,vegetables and fruits,Watermelons,177.35 KG,1047.73,136.7794
2019-08-15,cereals and tubers,Maize (white),100 Pounds,150.92,19.6767
2019-08-15,cereals and tubers,"Maize (white, biofortified)",100 Pounds,150.39,19.6076
2019-08-15,cereals and tubers,Maize (yellow),100 Pounds,152.76,19.9166
2019-08-15,cereals and tubers,"Maize (yellow, biofortified)",100 Pounds,152.76,19.9166
2019-08-15,cereals and tubers,Potatoes,100 Pounds,191.32,24.9439
2019-08-15,cereals and tubers,Rice (high quality),100 Pounds,327.5,42.6988
2019-08-15,cereals and tubers,Rice (medium quality),100 Pounds,297.24,38.7536
2019-08-15,cereals and tubers,"Rice (ordinary, first quality)",100 Pounds,327.5,42.6988
2019-08-15,cereals and tubers,"Rice (ordinary, second quality)",100 Pounds,297.24,38.7536
2019-08-15,cereals and tubers,Sorghum,100 Pounds,136.84,17.8409
2019-08-15,"meat, fish and eggs",Fish (tilapia),100 Pounds,1100.0,143.4159
2019-08-15,miscellaneous food,Jalapeño pepper (big size),36 Pounds,73.03,9.5215
2019-08-15,miscellaneous food,Jalapeño pepper (medium size),36 Pounds,61.97,8.0795
2019-08-15,miscellaneous food,"Lemons (Criollo, medium size)",17.5 KG,182.89,23.8449
2019-08-15,pulses and nuts,Beans (black),100 Pounds,329.87,43.0078
2019-08-15,pulses and nuts,Beans (red),100 Pounds,417.63,54.4498
2019-08-15,pulses and nuts,Beans (white),100 Pounds,405.0,52.8031
2019-08-15,vegetables and fruits,"Avocados (Hass, medium size)",7 KG,121.32,15.8175
2019-08-15,vegetables and fruits,Bananas,100 Pounds,100.0,13.0378
2019-08-15,vegetables and fruits,Bananas (medium size),100 Pounds,100.0,13.0378
2019-08-15,vegetables and fruits,Cabbage,27 KG,29.61,3.8605
2019-08-15,vegetables and fruits,Carrots,13.92 KG,41.18,5.369
2019-08-15,vegetables and fruits,"Lemons (Persa, medium size)",110 KG,266.05,34.6871
2019-08-15,vegetables and fruits,Melons (cantaloupe),75 KG,431.58,56.2686
2019-08-15,vegetables and fruits,Oranges (Piña),18.9 KG,67.5,8.8005
2019-08-15,vegetables and fruits,"Oranges (Valencia, medium size)",23.9 KG,79.08,10.3103
2019-08-15,vegetables and fruits,Papaya,40 Pounds,79.47,10.3611
2019-08-15,vegetables and fruits,Peach (medium size),6.85 KG,115.94,15.116
2019-08-15,vegetables and fruits,Pineapples,105 KG,364.47,47.5189
2019-08-15,vegetables and fruits,Plantains (big size),29 KG,130.0,16.9492
2019-08-15,vegetables and fruits,Plantains (medium size),20.5 KG,82.11,10.7053
2019-08-15,vegetables and fruits,Strawberries,40 Pounds,81.84,10.6701
2019-08-15,vegetables and fruits,Tomatoes,50 Pounds,81.16,10.5815
2019-08-15,vegetables and fruits,Watermelons,177.35 KG,926.32,120.7718
2019-09-15,cereals and tubers,Maize (white),100 Pounds,138.38,17.9418
2019-09-15,cereals and tubers,"Maize (white, biofortified)",100 Pounds,137.75,17.8601
2019-09-15,cereals and tubers,Maize (yellow),100 Pounds,144.75,18.7677
2019-09-15,cereals and tubers,"Maize (yellow, biofortified)",100 Pounds,143.63,18.6225
2019-09-15,cereals and tubers,Potatoes,100 Pounds,141.5,18.3464
2019-09-15,cereals and tubers,Rice (high quality),100 Pounds,327.5,42.4624
2019-09-15,cereals and tubers,Rice (medium quality),100 Pounds,297.5,38.5727
2019-09-15,cereals and tubers,"Rice (ordinary, first quality)",100 Pounds,327.5,42.4624
2019-09-15,cereals and tubers,"Rice (ordinary, second quality)",100 Pounds,297.5,38.5727
2019-09-15,cereals and tubers,Sorghum,100 Pounds,135.0,17.5036
2019-09-15,"meat, fish and eggs",Fish (tilapia),100 Pounds,1100.0,142.6218
2019-09-15,miscellaneous food,Jalapeño pepper (big size),36 Pounds,59.75,7.747
2019-09-15,miscellaneous food,Jalapeño pepper (medium size),36 Pounds,49.38,6.4024
2019-09-15,miscellaneous food,"Lemons (Criollo, medium size)",17.5 KG,200.0,25.9312
2019-09-15,pulses and nuts,Beans (black),100 Pounds,343.25,44.5045
2019-09-15,pulses and nuts,Beans (red),100 Pounds,420.0,54.4556
2019-09-15,pulses and nuts,Beans (white),100 Pounds,405.0,52.5108
2019-09-15,vegetables and fruits,"Avocados (Hass, medium size)",7 KG,120.5,15.6236
2019-09-15,vegetables and fruits,Bananas,100 Pounds,100.0,12.9656
2019-09-15,vegetables and fruits,Bananas (medium size),100 Pounds,100.0,12.9656
2019-09-15,vegetables and fruits,Cabbage,27 KG,26.35,3.4164
2019-09-15,vegetables and fruits,Carrots,13.92 KG,41.75,5.4131
2019-09-15,vegetables and fruits,"Lemons (Persa, medium size)",110 KG,304.0,39.4155
2019-09-15,vegetables and fruits,Melons (cantaloupe),75 KG,520.0,67.4212
2019-09-15,vegetables and fruits,Oranges (Piña),18.9 KG,50.0,6.4828
2019-09-15,vegetables and fruits,"Oranges (Valencia, medium size)",23.9 KG,83.75,10.8587
2019-09-15,vegetables and fruits,Papaya,40 Pounds,71.0,9.2056
2019-09-15,vegetables and fruits,Peach (medium size),6.85 KG,100.0,12.9656
2019-09-15,vegetables and fruits,Pineapples,105 KG,445.0,57.697
2019-09-15,vegetables and fruits,Plantains (big size),29 KG,130.5,16.9201
2019-09-15,vegetables and fruits,Plantains (medium size),20.5 KG,90.0,11.6691
2019-09-15,vegetables and fruits,Strawberries,40 Pounds,98.42,12.7608
2019-09-15,vegetables and fruits,Tomatoes,50 Pounds,79.25,10.2753
2019-09-15,vegetables and fruits,Watermelons,177.35 KG,1150.0,149.1046
2019-10-15,cereals and tubers,Maize (white),100 Pounds,123.18,15.8942
2019-10-15,cereals and tubers,"Maize (white, biofortified)",100 Pounds,120.23,15.5135
2019-10-15,cereals and tubers,Maize (yellow),100 Pounds,132.05,17.0387
2019-10-15,cereals and tubers,"Maize (yellow, biofortified)",100 Pounds,129.32,16.6865
2019-10-15,cereals and tubers,Potatoes,100 Pounds,176.7,22.8
2019-10-15,cereals and tubers,Rice (high quality),100 Pounds,327.5,42.2581
2019-10-15,cereals and tubers,Rice (medium quality),100 Pounds,297.5,38.3871
2019-10-15,cereals and tubers,"Rice (ordinary, first quality)",100 Pounds,327.5,42.2581
2019-10-15,cereals and tubers,"Rice (ordinary, second quality)",100 Pounds,297.5,38.3871
2019-10-15,cereals and tubers,Sorghum,100 Pounds,135.0,17.4194
2019-10-15,"meat, fish and eggs",Fish (tilapia),100 Pounds,1168.18,150.7329
2019-10-15,miscellaneous food,Jalapeño pepper (big size),36 Pounds,62.73,8.0942
2019-10-15,miscellaneous food,Jalapeño pepper (medium size),36 Pounds,52.84,6.8181
2019-10-15,miscellaneous food,"Lemons (Criollo, medium size)",17.5 KG,223.18,28.7974
2019-10-15,pulses and nuts,Beans (black),100 Pounds,348.52,44.9703
2019-10-15,pulses and nuts,Beans (red),100 Pounds,420.0,54.1935
2019-10-15,pulses and nuts,Beans (white),100 Pounds,405.0,52.2581
2019-10-15,vegetables and fruits,"Avocados (Hass, medium size)",7 KG,119.55,15.4258
2019-10-15,vegetables and fruits,Bananas,100 Pounds,100.0,12.9032
2019-10-15,vegetables and fruits,Bananas (medium size),100 Pounds,100.0,12.9032
2019-10-15,vegetables and fruits,Cabbage,27 KG,24.89,3.2116
2019-10-15,vegetables and fruits,Carrots,13.92 KG,42.5,5.4839
2019-10-15,vegetables and fruits,"Lemons (Persa, medium size)",110 KG,345.45,44.5742
2019-10-15,vegetables and fruits,Melons (cantaloupe),75 KG,500.0,64.5161
2019-10-15,vegetables and fruits,Oranges (Piña),18.9 KG,36.48,4.7071
2019-10-15,vegetables and fruits,"Oranges (Valencia, medium size)",23.9 KG,66.48,8.5781
2019-10-15,vegetables and fruits,Papaya,40 Pounds,90.8,11.7161
2019-10-15,vegetables and fruits,Pineapples,105 KG,497.73,64.2232
2019-10-15,vegetables and fruits,Plantains (big size),29 KG,133.64,17.2439
2019-10-15,vegetables and fruits,Plantains (medium size),20.5 KG,95.45,12.3161
2019-10-15,vegetables and fruits,Strawberries,40 Pounds,166.5,21.4839
2019-10-15,vegetables and fruits,Tomatoes,50 Pounds,118.89,15.3406
2019-10-15,vegetables and fruits,Watermelons,177.35 KG,1077.27,139.0026
2019-11-15,cereals and tubers,Maize (white),100 Pounds,120.0,15.6047
2019-11-15,cereals and tubers,"Maize (white, biofortified)",100 Pounds,117.5,15.2796
2019-11-15,cereals and tubers,Maize (yellow),100 Pounds,127.5,16.58
2019-11-15,cereals and tubers,"Maize (yellow, biofortified)",100 Pounds,125.0,16.2549
2019-11-15,cereals and tubers,Potatoes,100 Pounds,213.0,27.6983
2019-11-15,cereals and tubers,Rice (high quality),100 Pounds,327.5,42.5878
2019-11-15,cereals and tubers,Rice (medium quality),100 Pounds,297.5,38.6866
2019-11-15,cereals and tubers,"Rice (ordinary, first quality)",100 Pounds,327.5,42.5878
2019-11-15,cereals and tubers,"Rice (ordinary, second quality)",100 Pounds,297.5,38.6866
2019-11-15,cereals and tubers,Sorghum,100 Pounds,148.88,19.3602
2019-11-15,"meat, fish and eggs",Fish (tilapia),100 Pounds,1200.0,156.0468
2019-11-15,miscellaneous food,Jalapeño pepper (big size),36 Pounds,91.88,11.948
2019-11-15,miscellaneous food,Jalapeño pepper (medium size),36 Pounds,77.5,10.078
2019-11-15,miscellaneous food,"Lemons (Criollo, medium size)",17.5 KG,250.0,32.5098
2019-11-15,pulses and nuts,Beans (black),100 Pounds,365.13,47.4811
2019-11-15,pulses and nuts,Beans (red),100 Pounds,427.25,55.5592
2019-11-15,pulses and nuts,Beans (white),100 Pounds,418.13,54.3732
2019-11-15,vegetables and fruits,"Avocados (Hass, medium size)",7 KG,96.5,12.5488
2019-11-15,vegetables and fruits,Bananas,100 Pounds,100.0,13.0039
2019-11-15,vegetables and fruits,Bananas (medium size),100 Pounds,100.0,13.0039
2019-11-15,vegetables and fruits,Cabbage,27 KG,39.75,5.1691
2019-11-15,vegetables and fruits,Carrots,13.92 KG,47.75,6.2094
2019-11-15,vegetables and fruits,"Lemons (Persa, medium size)",110 KG,400.0,52.0156
2019-11-15,vegetables and fruits,Melons (cantaloupe),75 KG,400.0,52.0156
2019-11-15,vegetables and fruits,Oranges (Piña),18.9 KG,35.0,4.5514
2019-11-15,vegetables and fruits,"Oranges (Valencia, medium size)",23.9 KG,52.25,6.7945
2019-11-15,vegetables and fruits,Papaya,40 Pounds,81.0,10.5332
2019-11-15,vegetables and fruits,Pineapples,105 KG,472.5,61.4434
2019-11-15,vegetables and fruits,Plantains (big size),29 KG,135.5,17.6203
2019-11-15,vegetables and fruits,Plantains (medium size),20.5 KG,90.0,11.7035
2019-11-15,vegetables and fruits,Strawberries,40 Pounds,166.84,21.6957
2019-11-15,vegetables and fruits,Tomatoes,50 Pounds,108.93,14.1651
2019-11-15,vegetables and fruits,Watermelons,177.35 KG,1050.0,136.541
2019-12-15,cereals and tubers,Maize (white),100 Pounds,121.59,15.786
2019-12-15,cereals and tubers,"Maize (white, biofortified)",100 Pounds,120.91,15.6977
2019-12-15,cereals and tubers,Maize (yellow),100 Pounds,127.5,16.5533
2019-12-15,cereals and tubers,"Maize (yellow, biofortified)",100 Pounds,125.0,16.2287
2019-12-15,cereals and tubers,Potatoes,100 Pounds,237.27,30.8048
2019-12-15,cereals and tubers,Rice (high quality),100 Pounds,327.5,42.5193
2019-12-15,cereals and tubers,Rice (medium quality),100 Pounds,297.5,38.6244
2019-12-15,cereals and tubers,"Rice (ordinary, first quality)",100 Pounds,327.5,42.5193
2019-12-15,cereals and tubers,"Rice (ordinary, second quality)",100 Pounds,297.5,38.6244
2019-12-15,cereals and tubers,Sorghum,100 Pounds,152.5,19.7991
2019-12-15,"meat, fish and eggs",Fish (tilapia),100 Pounds,1200.0,155.7959
2019-12-15,miscellaneous food,Jalapeño pepper (big size),36 Pounds,148.64,19.2979
2019-12-15,miscellaneous food,Jalapeño pepper (medium size),36 Pounds,130.45,16.9363
2019-12-15,miscellaneous food,"Lemons (Criollo, medium size)",17.5 KG,304.55,39.5397
2019-12-15,pulses and nuts,Beans (black),100 Pounds,350.68,45.5288
2019-12-15,pulses and nuts,Beans (red),100 Pounds,412.5,53.5549
2019-12-15,pulses and nuts,Beans (white),100 Pounds,405.0,52.5811
2019-12-15,vegetables and fruits,"Avocados (Hass, medium size)",7 KG,99.55,12.9246
2019-12-15,vegetables and fruits,Bananas,100 Pounds,100.0,12.983
2019-12-15,vegetables and fruits,Bananas (medium size),100 Pounds,100.0,12.983
2019-12-15,vegetables and fruits,Cabbage,27 KG,50.45,6.5499
2019-12-15,vegetables and fruits,Carrots,13.92 KG,52.27,6.7862
2019-12-15,vegetables and fruits,"Lemons (Persa, medium size)",110 KG,459.09,59.6036
2019-12-15,vegetables and fruits,Melons (cantaloupe),75 KG,400.0,51.932
2019-12-15,vegetables and fruits,Oranges (Piña),18.9 KG,35.0,4.544
2019-12-15,vegetables and fruits,"Oranges (Valencia, medium size)",23.9 KG,60.0,7.7898
2019-12-15,vegetables and fruits,Papaya,40 Pounds,65.23,8.4688
2019-12-15,vegetables and fruits,Pineapples,105 KG,486.36,63.1441
2019-12-15,vegetables and fruits,Plantains (big size),29 KG,130.0,16.8779
2019-12-15,vegetables and fruits,Plantains (medium size),20.5 KG,90.0,11.6847
2019-12-15,vegetables and fruits,Strawberries,40 Pounds,150.45,19.5329
2019-12-15,vegetables and fruits,Tomatoes,50 Pounds,142.05,18.4423
2019-12-15,vegetables and fruits,Watermelons,177.35 KG,872.73,113.3065
2020-01-15,cereals and tubers,Maize (white),100 Pounds,130.0,16.9271
2020-01-15,cereals and tubers,"Maize (white, biofortified)",100 Pounds,130.0,16.9271
2020-01-15,cereals and tubers,Maize (yellow),100 Pounds,132.5,17.2526
2020-01-15,cereals and tubers,"Maize (yellow, biofortified)",100 Pounds,132.5,17.2526
2020-01-15,cereals and tubers,Potatoes,100 Pounds,210.29,27.3815
2020-01-15,cereals and tubers,Rice (high quality),100 Pounds,327.5,42.6432
2020-01-15,cereals and tubers,Rice (medium quality),100 Pounds,297.5,38.737
2020-01-15,cereals and tubers,"Rice (ordinary, first quality)",100 Pounds,327.5,42.6432
2020-01-15,cereals and tubers,"Rice (ordinary, second quality)",100 Pounds,297.5,38.737
2020-01-15,cereals and tubers,Sorghum,100 Pounds,129.71,16.8893
2020-01-15,"meat, fish and eggs",Fish (tilapia),100 Pounds,1200.0,156.25
2020-01-15,miscellaneous food,Jalapeño pepper (big size),36 Pounds,125.59,16.3529
2020-01-15,miscellaneous food,Jalapeño pepper (medium size),36 Pounds,111.03,14.457
2020-01-15,miscellaneous food,"Lemons (Criollo, medium size)",17.5 KG,250.0,32.5521
2020-01-15,pulses and nuts,Beans (black),100 Pounds,351.47,45.7643
2020-01-15,pulses and nuts,Beans (red),100 Pounds,412.5,53.7109
2020-01-15,pulses and nuts,Beans (white),100 Pounds,405.0,52.7344
2020-01-15,vegetables and fruits,"Avocados (Hass, medium size)",7 KG,90.0,11.7188
2020-01-15,vegetables and fruits,Bananas,100 Pounds,100.0,13.0208
2020-01-15,vegetables and fruits,Bananas (medium size),100 Pounds,100.0,13.0208
2020-01-15,vegetables and fruits,Cabbage,27 KG,47.79,6.2227
2020-01-15,vegetables and fruits,Carrots,13.92 KG,57.5,7.487
2020-01-15,vegetables and fruits,"Lemons (Persa, medium size)",110 KG,570.59,74.2956
2020-01-15,vegetables and fruits,Melons (cantaloupe),75 KG,500.0,65.1042
2020-01-15,vegetables and fruits,Oranges (Piña),18.9 KG,35.0,4.5573
2020-01-15,vegetables and fruits,"Oranges (Valencia, medium size)",23.9 KG,54.71,7.1237
2020-01-15,vegetables and fruits,Papaya,40 Pounds,61.32,7.9844
2020-01-15,vegetables and fruits,Pineapples,105 KG,394.12,51.3177
2020-01-15,vegetables and fruits,Plantains (big size),29 KG,135.88,17.6927
2020-01-15,vegetables and fruits,Plantains (medium size),20.5 KG,101.76,13.25
2020-01-15,vegetables and fruits,Strawberries,40 Pounds,130.29,16.9648
2020-01-15,vegetables and fruits,Tomatoes,50 Pounds,101.91,13.2695
2020-01-15,vegetables and fruits,Watermelons,177.35 KG,717.65,93.444
2020-02-15,cereals and tubers,Maize (white),100 Pounds,130.0,16.9462
2020-02-15,cereals and tubers,"Maize (white, biofortified)",100 Pounds,130.0,16.9462
2020-02-15,cereals and tubers,Maize (yellow),100 Pounds,132.5,17.272
2020-02-15,cereals and tubers,"Maize (yellow, biofortified)",100 Pounds,132.5,17.272
2020-02-15,cereals and tubers,Potatoes,100 Pounds,278.88,36.3534
2020-02-15,cereals and tubers,Rice (high quality),100 Pounds,327.5,42.6913
2020-02-15,cereals and tubers,Rice (medium quality),100 Pounds,297.5,38.7806
2020-02-15,cereals and tubers,"Rice (ordinary, first quality)",100 Pounds,327.5,42.6913
2020-02-15,cereals and tubers,"Rice (ordinary, second quality)",100 Pounds,297.5,38.7806
2020-02-15,cereals and tubers,Sorghum,100 Pounds,122.5,15.9685
2020-02-15,"meat, fish and eggs",Fish (tilapia),100 Pounds,1075.0,140.1316
2020-02-15,miscellaneous food,Jalapeño pepper (big size),36 Pounds,123.5,16.0988
2020-02-15,miscellaneous food,Jalapeño pepper (medium size),36 Pounds,111.25,14.502
2020-02-15,miscellaneous food,"Lemons (Criollo, medium size)",17.5 KG,290.0,37.803
2020-02-15,pulses and nuts,Beans (black),100 Pounds,352.0,45.885
2020-02-15,pulses and nuts,Beans (red),100 Pounds,412.5,53.7714
2020-02-15,pulses and nuts,Beans (white),100 Pounds,405.0,52.7938
2020-02-15,vegetables and fruits,"Avocados (Hass, medium size)",7 KG,99.13,12.9221
2020-02-15,vegetables and fruits,Bananas,100 Pounds,100.0,13.0355
2020-02-15,vegetables and fruits,Bananas (medium size),100 Pounds,100.0,13.0355
2020-02-15,vegetables and fruits,Cabbage,27 KG,36.88,4.8075
2020-02-15,vegetables and fruits,Carrots,13.92 KG,53.75,7.0066
2020-02-15,vegetables and fruits,"Lemons (Persa, medium size)",110 KG,536.25,69.9029
2020-02-15,vegetables and fruits,Melons (cantaloupe),75 KG,466.67,60.8328
2020-02-15,vegetables and fruits,Oranges (Piña),18.9 KG,33.0,4.3017
2020-02-15,vegetables and fruits,"Oranges (Valencia, medium size)",23.9 KG,53.63,6.9909
2020-02-15,vegetables and fruits,Papaya,40 Pounds,86.63,11.2927
2020-02-15,vegetables and fruits,Pineapples,105 KG,362.5,47.2537
2020-02-15,vegetables and fruits,Plantains (big size),29 KG,140.25,18.2823
2020-02-15,vegetables and fruits,Plantains (medium size),20.5 KG,106.13,13.8346
2020-02-15,vegetables and fruits,Strawberries,40 Pounds,189.75,24.7349
2020-02-15,vegetables and fruits,Tomatoes,50 Pounds,92.13,12.0096
2020-02-15,vegetables and fruits,Watermelons,177.35 KG,815.0,106.2393
2020-03-15,cereals and tubers,Maize (white),100 Pounds,153.09,19.9212
2020-03-15,cereals and tubers,"Maize (white, biofortified)",100 Pounds,152.73,19.8744
